Location,Property Type,Bedrooms,Bathrooms,Size,Price (KES),Listing Date,Amenities
Nairobi - Lavington,House,5 bedrooms,5,,420000,18 February 2026,"Alarm, Backup Generator, En Suite, Fibre Internet, Service Charge Included, Walk In Closet, Balcony, CCTV, Electric Fence, Parking, Garden, Staff Quarters, Wheelchair Access, Gated Community, Kids Play Area, Golf Course, Hospital, School, Shopping Centre"
Nairobi - Lavington,House,5 bedrooms,6,,775000,18 February 2026,"Backup Generator, Walk In Closet, Service Charge Included, Balcony, CCTV, Electric Fence, Borehole, Garden, Parking, Staff Quarters, Swimming Pool, Wheelchair Access, Gated Community, Bus Stop, Golf Course, Hospital, School, Shopping Centre"
Nairobi - Lavington,House,5 bedrooms,5,"0,13 m²",265000,18 February 2026,"Alarm, Backup Generator, En Suite, Fibre Internet, Service Charge Included, Walk In Closet, Balcony, CCTV, Electric Fence, Garden, Parking, Staff Quarters, Wheelchair Access, Gated Community, Golf Course, Hospital, School, Shopping Centre"
Nairobi - Lavington,House,5 bedrooms,5,,250000,18 February 2026,"Alarm, Backup Generator, En Suite, Fibre Internet, Service Charge Included, Walk In Closet, Balcony, CCTV, Electric Fence, Garden, Parking, Staff Quarters, Wheelchair Access, Gated Community, Kids Play Area, Golf Course, Hospital, School, Shopping Centre"
Nairobi - Runda,House,4 bedrooms,4,400 m²,350000,18 February 2026,"Alarm, Backup Generator, En Suite, Fibre Internet, Balcony, BBQ, Parking, Staff Quarters, Borehole, Garden, Bus Stop, Shopping Centre, Hospital, School"
Nairobi - Runda,House,4 bedrooms,4,"0,5 m²",450000,18 February 2026,"Alarm, Backup Generator, En Suite, Fibre Internet, Balcony, BBQ, Parking, Staff Quarters, Borehole, Garden, School, Hospital, Bus Stop, Shopping Centre"
Nairobi - Kitisuru,House,4 bedrooms,4,"0,5 m²",400000,18 February 2026,"Aircon, Alarm, Backup Generator, En Suite, Fibre Internet, Service Charge Included, Walk In Closet, Balcony, BBQ, CCTV, Electric Fence, Borehole, Garden, Gym, Parking, Staff Quarters, Swimming Pool, Wheelchair Access, Gated Community, Kids Play Area, Hospital, Scenic View, School, Shopping Centre"
Nairobi - Kitisuru,House,4 bedrooms,4,"0,5 m²",400000,18 February 2026,"Aircon, Alarm, Backup Generator, En Suite, Fibre Internet, Service Charge Included, Walk In Closet, Balcony, BBQ, CCTV, Electric Fence, Borehole, Garden, Gym, Parking, Staff Quarters, Swimming Pool, Wheelchair Access, Gated Community, Kids Play Area, Hospital, Scenic View, School, Shopping Centre"
Nairobi - Karen,House,1 bedrooms,1,,45000,18 February 2026,"Garden, Parking, Bus Stop, Golf Course, Hospital, School, Shopping Centre"
Nairobi - Muthaiga,House,2 bedrooms,3,,455000,18 February 2026,"Alarm, En Suite, Fibre Internet, Furnished, Walk In Closet, Balcony, Electric Fence, Garden, Parking, Staff Quarters, Kids Play Area, BBQ, Bus Stop, Golf Course, Hospital, Shopping Centre, School, Scenic View"
Nairobi - Runda,House,5 bedrooms,4,400 m²,350000,18 February 2026,"En Suite, Balcony, Electric Fence, Garden, Staff Quarters, Parking, Golf Course, Hospital, Scenic View, School, Shopping Centre"
Nairobi - Runda,House,5 bedrooms,5,,350000,18 February 2026,"Alarm, Backup Generator, En Suite, Fibre Internet, Balcony, BBQ, Parking, Staff Quarters, Garden, Borehole, Bus Stop, Shopping Centre, Hospital, School"
Nairobi - Lavington,House,4 bedrooms,4,"0,13 m²",180000,18 February 2026,"Alarm, En Suite, Fibre Internet, Walk In Closet, Balcony, Electric Fence, Borehole, Gym, Parking, Staff Quarters, Garden, Gated Community, Bus Stop, Golf Course, Hospital, Scenic View, School, Shopping Centre"
Nairobi - Lake View,House,4 bedrooms,4,,580000,18 February 2026,"Alarm, Service Charge Included, Backup Generator, Walk In Closet, En Suite, Fibre Internet, BBQ, Parking, Balcony, CCTV, Staff Quarters, Electric Fence, Wheelchair Access, Garden, Gated Community, Kids Play Area"
Nairobi - Runda,House,4 bedrooms,4,400 m²,400000,18 February 2026,"Alarm, Backup Generator, En Suite, Fibre Internet, Balcony, BBQ, Parking, Staff Quarters, Borehole, Garden, Bus Stop, Shopping Centre, Hospital, School"
Nairobi - Runda,House,5 bedrooms,5,"0,5 m²",450000,18 February 2026,"Alarm, Service Charge Included, Aircon, Walk In Closet, Backup Generator, En Suite, Balcony, CCTV, Staff Quarters, Parking, Swimming Pool, Electric Fence, Borehole, Wheelchair Access, Garden, Gated Community, Kids Play Area, Gym, Bus Stop, Golf Course, Hospital, Scenic View, School"
Nairobi - Kiambu Road,House,3 bedrooms,3,390 m²,350000,18 February 2026,"Alarm, Backup Generator, En Suite, Fibre Internet, Balcony, BBQ, Parking, Staff Quarters, Borehole, Garden, Bus Stop, Shopping Centre, Hospital, School"
Nairobi - Lavington,House,5 bedrooms,5,,60000000,27 January 2026,"En Suite, Backup Generator"
Nairobi - Ridgeways,House,4 bedrooms,4,,516000,18 February 2026,"Alarm, Backup Generator, En Suite, Fibre Internet, Balcony, BBQ, Staff Quarters, Parking, Borehole, Garden, Bus Stop, Shopping Centre, Hospital, School"
Nairobi - Westlands Area,House,4 bedrooms,4,,260000,18 February 2026,"Alarm, En Suite, Fibre Internet, Service Charge Included, Walk In Closet, Balcony, Parking, Staff Quarters, Electric Fence, Swimming Pool, Borehole, Wheelchair Access, Kids Play Area, Bus Stop, Golf Course, Hospital, Scenic View, School, Shopping Centre"
Nairobi - Lavington,House,5 bedrooms,5,,380000,18 February 2026,"Alarm, Backup Generator, Fibre Internet, En Suite, Balcony, BBQ, Parking, Staff Quarters, Borehole, Garden, Bus Stop, Shopping Centre, Hospital, School"
Nairobi - Runda,House,4 bedrooms,4,"0,5 m²",413000,18 February 2026,"Alarm, Backup Generator, En Suite, Fibre Internet, Balcony, BBQ, Parking, Staff Quarters, Borehole, Garden, Bus Stop, Shopping Centre, Hospital, School"
Nairobi - Kileleshwa,House,5 bedrooms,,,190000,18 February 2026,"Shopping Centre, School, Hospital, Bus Stop"
Nairobi - Gigiri,House,3 bedrooms,4,,450000,18 February 2026,"En Suite, Service Charge Included, Walk In Closet, Fibre Internet, Backup Generator, Balcony, BBQ, Garden, Parking, CCTV, Electric Fence, Wheelchair Access, Gated Community, Hospital, Scenic View, Shopping Centre, School"
Nairobi - Lavington,House,5 bedrooms,6,,390000,18 February 2026,"Aircon, Alarm, Backup Generator, En Suite, Fibre Internet, Walk In Closet, Service Charge Included, Balcony, Electric Fence, Garden, Parking, Staff Quarters, Gated Community, Bus Stop, Golf Course, Hospital, School, Shopping Centre"
Nairobi - Westlands Area,House,4 bedrooms,4,285 m²,300000,15 February 2026,"Alarm, Backup Generator, Service Charge Included, En Suite, Fibre Internet, Walk In Closet, Balcony, Gym, Parking, CCTV, Staff Quarters, Electric Fence, Swimming Pool, Borehole, Wheelchair Access, Garden, Gated Community, Kids Play Area, Bus Stop, Golf Course, Hospital, Scenic View, School, Shopping Centre"
Nairobi - Westlands Area,House,4 bedrooms,3,,150000,18 February 2026,"Service Charge Included, Balcony, CCTV, Electric Fence, Parking, Staff Quarters, Gated Community, Kids Play Area"
Nairobi - Westlands Area,House,4 bedrooms,3,,150000,18 February 2026,"Service Charge Included, Electric Fence, CCTV, Garden, Parking, Staff Quarters, Gated Community, Kids Play Area"
Nairobi - Lavington,House,5 bedrooms,6,4.046 m²,700000,18 February 2026,"Aircon, Alarm, Backup Generator, En Suite, Fibre Internet, Service Charge Included, Walk In Closet, Balcony, BBQ, CCTV, Electric Fence, Borehole, Garden, Parking, Staff Quarters, Swimming Pool, Gated Community, Bus Stop, Golf Course, Hospital, School, Shopping Centre"
Nairobi - Lavington,House,5 bedrooms,6,,275000,18 February 2026,"Walk In Closet, Fibre Internet, En Suite, Backup Generator, Alarm, Aircon, Kids Play Area, Gated Community, Staff Quarters, Parking, Gym, BBQ, Balcony, CCTV, Electric Fence, Garden, Borehole, Shopping Centre, School, Hospital, Bus Stop"
Nairobi - Lavington,House,5 bedrooms,5,,430000,17 February 2026,"Alarm, Backup Generator, Fibre Internet, En Suite, BBQ, Parking, Staff Quarters, Balcony, Borehole, Garden, Bus Stop, Shopping Centre, Hospital, School"
Nairobi - Nyari,House,5 bedrooms,5,,450000,17 February 2026,"Alarm, Backup Generator, En Suite, Fibre Internet, Balcony, BBQ, Parking, Staff Quarters, Borehole, Garden, Gated Community, Bus Stop, Shopping Centre, Hospital, School"
Nairobi - Karen,House,5 bedrooms,5,,360000,17 February 2026,"Alarm, Backup Generator, En Suite, Fibre Internet, Balcony, BBQ, Parking, Staff Quarters, Borehole, Garden, Gated Community, Bus Stop, Shopping Centre, Hospital, School"
Nairobi - Lavington,House,4 bedrooms,4,,400000,17 February 2026,"Alarm, Backup Generator, En Suite, Fibre Internet, Balcony, BBQ, Parking, Staff Quarters, Borehole, Garden, Gated Community, Bus Stop, Shopping Centre, Hospital, School"
Nairobi - Lavington,House,5 bedrooms,6,,420000,18 February 2026,"Walk In Closet, Fibre Internet, En Suite, Backup Generator, Alarm, Aircon, Kids Play Area, Gated Community, Staff Quarters, Gym, Garden, Borehole, Electric Fence, CCTV, BBQ, Balcony, Shopping Centre, School, Hospital, Bus Stop"
Nairobi - Lavington,House,5 bedrooms,6,,450000,18 February 2026,"Walk In Closet, Fibre Internet, En Suite, Backup Generator, Alarm, Aircon, Kids Play Area, Gated Community, Staff Quarters, Parking, Gym, Garden, Borehole, BBQ, Balcony, CCTV, Electric Fence, Shopping Centre, School, Hospital, Bus Stop"
Nairobi - Lavington,House,4 bedrooms,5,,270000,18 February 2026,"Walk In Closet, En Suite, Backup Generator, Alarm, Aircon, Kids Play Area, Gated Community, Staff Quarters, Parking, Garden, Borehole, CCTV, BBQ, Balcony, Shopping Centre, School, Hospital, Bus Stop"
Nairobi - Spring Valley,House,4 bedrooms,4,,260000,18 February 2026,"Alarm, Service Charge Included, En Suite, Fibre Internet, Balcony, Parking, CCTV, Staff Quarters, Electric Fence, Borehole, Gated Community, Garden"
Nairobi - Lavington,House,5 bedrooms,5,"0,13 m²",420000,18 February 2026,"Aircon, Alarm, Backup Generator, En Suite, Fibre Internet, Service Charge Included, Walk In Closet, Balcony, BBQ, CCTV, Electric Fence, Borehole, Garden, Parking, Staff Quarters, Wheelchair Access, Gated Community, Kids Play Area, Bus Stop, Hospital, Scenic View, School, Shopping Centre"
Nairobi - Runda,House,5 bedrooms,4,,320000,17 February 2026,"Garden, Staff Quarters"
Nairobi - Runda,House,5 bedrooms,5,400 m²,350000,17 February 2026,Garden
Nairobi - Spring Valley,House,3 bedrooms,,293 m²,170000,17 February 2026,"Alarm, En Suite, Fibre Internet, Service Charge Included, CCTV, Balcony, Electric Fence, Borehole, Garden, Staff Quarters, Gated Community, Kids Play Area, Shopping Centre, School, Scenic View"
Nairobi - Lavington,House,5 bedrooms,6,"0,13 m²",180000,17 February 2026,"Aircon, Alarm, En Suite, Fibre Internet, Service Charge Included, Walk In Closet, Balcony, BBQ, CCTV, Electric Fence, Garden, Parking, Staff Quarters, Swimming Pool, Wheelchair Access, Gated Community, Kids Play Area, Bus Stop, Golf Course, Hospital, Scenic View, School, Shopping Centre"
Nairobi - Lavington,House,5 bedrooms,6,,750000,17 February 2026,"Aircon, Alarm, Backup Generator, En Suite, Fibre Internet, Walk In Closet, Service Charge Included, Balcony, BBQ, CCTV, Electric Fence, Borehole, Garden, Parking, Staff Quarters, Swimming Pool, Wheelchair Access, Gated Community, Kids Play Area, Bus Stop, Golf Course, Hospital, Scenic View, School, Shopping Centre"
Nairobi - Lavington,House,5 bedrooms,5,"0,13 m²",275000,17 February 2026,"Aircon, Alarm, Backup Generator, En Suite, Fibre Internet, Service Charge Included, Walk In Closet, Balcony, BBQ, CCTV, Electric Fence, Parking, Staff Quarters, Wheelchair Access, Gated Community, Kids Play Area, Bus Stop, Golf Course, Hospital, Scenic View, School, Shopping Centre"
Nairobi - Lavington,House,5 bedrooms,5,695 m²,450000,17 February 2026,"Alarm, Backup Generator, En Suite, Fibre Internet, Service Charge Included, Walk In Closet, Balcony, BBQ, CCTV, Electric Fence, Garden, Borehole, Parking, Staff Quarters, Wheelchair Access, Gated Community, Kids Play Area, Golf Course, Hospital, Scenic View, School, Shopping Centre"
Nairobi - Kileleshwa,House,2 bedrooms,2,,180000,17 February 2026,"Aircon, Alarm, Backup Generator, En Suite, Fibre Internet, Service Charge Included, Walk In Closet, Balcony, BBQ, CCTV, Electric Fence, Garden, Parking, Staff Quarters, Wheelchair Access, Gated Community, Kids Play Area, Bus Stop, Golf Course, Hospital, Scenic View, School, Shopping Centre"
Nairobi - Nyari,House,5 bedrooms,3,2.023 m²,400000,17 February 2026,"Alarm, Backup Generator, Fibre Internet, Balcony, Garden, Parking, Staff Quarters, Gated Community, Kids Play Area, Bus Stop, Scenic View, School, Shopping Centre"
Nairobi - Lavington,House,5 bedrooms,6,"0,13 m²",450000,17 February 2026,"Aircon, Alarm, Backup Generator, En Suite, Fibre Internet, Service Charge Included, Walk In Closet, Balcony, BBQ, CCTV, Electric Fence, Borehole, Garden, Parking, Staff Quarters, Wheelchair Access, Gated Community, Kids Play Area, Bus Stop, Golf Course, Hospital, Scenic View, School, Shopping Centre"
Nairobi - Lavington,House,5 bedrooms,4,585 m²,500000,17 February 2026,"Aircon, Alarm, Backup Generator, En Suite, Fibre Internet, Service Charge Included, Walk In Closet, Balcony, BBQ, CCTV, Electric Fence, Garden, Parking, Staff Quarters, Wheelchair Access, Gated Community, Kids Play Area, Bus Stop, Golf Course, Hospital, Scenic View, School, Shopping Centre"
Nairobi - Lavington,House,4 bedrooms,4,,380000,17 February 2026,"Alarm, Backup Generator, En Suite, Fibre Internet, Service Charge Included, Walk In Closet, Balcony, CCTV, Electric Fence, Borehole, Garden, Parking, Staff Quarters, Wheelchair Access, Gated Community, Kids Play Area, Bus Stop, Golf Course, Hospital, Scenic View, School, Shopping Centre"
Nairobi - Lavington,House,5 bedrooms,6,"0,13 m²",450000,17 February 2026,"Aircon, Alarm, Backup Generator, En Suite, Fibre Internet, Service Charge Included, Walk In Closet, Balcony, BBQ, CCTV, Electric Fence, Borehole, Garden, Parking, Staff Quarters, Wheelchair Access, Gated Community, Kids Play Area, Bus Stop, Golf Course, Hospital, Scenic View, School, Shopping Centre"
Nairobi - Lavington,House,5 bedrooms,4,585 m²,500000,17 February 2026,"Aircon, Alarm, Backup Generator, En Suite, Fibre Internet, Service Charge Included, Walk In Closet, Balcony, BBQ, CCTV, Electric Fence, Garden, Parking, Staff Quarters, Wheelchair Access, Gated Community, Kids Play Area, Bus Stop, Golf Course, Hospital, Scenic View, School, Shopping Centre"
Nairobi - Lavington,House,4 bedrooms,4,,380000,17 February 2026,"Alarm, Backup Generator, En Suite, Fibre Internet, Service Charge Included, Walk In Closet, Balcony, CCTV, Electric Fence, Borehole, Garden, Parking, Staff Quarters, Wheelchair Access, Gated Community, Kids Play Area, Bus Stop, Golf Course, Hospital, Scenic View, School, Shopping Centre"
Nairobi - Lavington,House,5 bedrooms,5,,450000,17 February 2026,"Alarm, Backup Generator, En Suite, Fibre Internet, Service Charge Included, Walk In Closet, Balcony, CCTV, Electric Fence, Borehole, Garden, Parking, Staff Quarters, Wheelchair Access, Gated Community, Kids Play Area, Bus Stop, Golf Course, Hospital, Scenic View, School, Shopping Centre"
Nairobi - Lavington,House,4 bedrooms,5,695 m²,450000,17 February 2026,"Aircon, Alarm, Backup Generator, En Suite, Fibre Internet, Service Charge Included, Walk In Closet, Balcony, BBQ, CCTV, Electric Fence, Borehole, Garden, Parking, Staff Quarters, Wheelchair Access, Gated Community, Kids Play Area, Bus Stop, Golf Course, Scenic View, Hospital, School, Shopping Centre"
Nairobi - Karen,House,5 bedrooms,,,370000,17 February 2026,"Walk In Closet, Service Charge Included, Fibre Internet, En Suite, Alarm, Balcony, CCTV, Kids Play Area, Gated Community, Swimming Pool, Staff Quarters, Parking, Garden, Shopping Centre, School, Scenic View"
Nairobi - Lavington,House,5 bedrooms,5,,300000,17 February 2026,"Alarm, Backup Generator, En Suite, Fibre Internet, Service Charge Included, Walk In Closet, Balcony, CCTV, Electric Fence, Borehole, Garden, Parking, Staff Quarters, Wheelchair Access, Gated Community, Kids Play Area, Bus Stop, Golf Course, Hospital, Scenic View, School, Shopping Centre"
Nairobi - Lavington,House,5 bedrooms,5,,250000,17 February 2026,"Aircon, Alarm, Backup Generator, En Suite, Fibre Internet, Service Charge Included, Walk In Closet, Balcony, BBQ, CCTV, Electric Fence, Borehole, Garden, Parking, Wheelchair Access, Gated Community, Kids Play Area, Bus Stop, Golf Course, Hospital, Scenic View, School, Shopping Centre"
Nairobi - Runda,House,4 bedrooms,4,420 m²,400000,17 February 2026,"Alarm, Walk In Closet, En Suite, Fibre Internet, CCTV, Staff Quarters, Parking, BBQ, Kids Play Area, Electric Fence, Swimming Pool, Wheelchair Access, Garden"
Nairobi - Lavington,House,5 bedrooms,5,,250000,17 February 2026,"Alarm, Backup Generator, En Suite, Fibre Internet, Service Charge Included, Walk In Closet, Balcony, CCTV, Electric Fence, Borehole, Garden, Parking, Staff Quarters, Wheelchair Access, Gated Community, Kids Play Area, Bus Stop, Golf Course, Hospital, Scenic View, School, Shopping Centre"
Nairobi - Lavington,House,5 bedrooms,5,"0,13 m²",450000,17 February 2026,"Aircon, Alarm, Backup Generator, En Suite, Fibre Internet, Service Charge Included, Walk In Closet, Balcony, BBQ, CCTV, Electric Fence, Borehole, Garden, Parking, Staff Quarters, Wheelchair Access, Gated Community, Kids Play Area, Bus Stop, Golf Course, Hospital, Scenic View, School, Shopping Centre"
Nairobi - Lavington,House,6 bedrooms,6,"0,13 m²",450000,17 February 2026,"Aircon, Alarm, Backup Generator, En Suite, Fibre Internet, Service Charge Included, Walk In Closet, Balcony, BBQ, CCTV, Electric Fence, Garden, Gym, Parking, Staff Quarters, Wheelchair Access, Gated Community, Kids Play Area, Bus Stop, Golf Course, Hospital, Scenic View, School, Shopping Centre"
Nairobi - Nyari,House,5 bedrooms,6,,450000,17 February 2026,"Aircon, Alarm, Backup Generator, En Suite, Fibre Internet, Service Charge Included, Walk In Closet, Balcony, BBQ, CCTV, Electric Fence, Borehole, Garden, Parking, Staff Quarters, Wheelchair Access, Gated Community, Kids Play Area, Bus Stop, Golf Course, Hospital, Scenic View, School, Shopping Centre"
Nairobi - Nyari,House,4 bedrooms,4,380 m²,280000,17 February 2026,"Walk In Closet, Fibre Internet, Balcony, Electric Fence, Garden, Parking, Staff Quarters, Shopping Centre, Bus Stop, School, Hospital"
Nairobi - Brookside,House,4 bedrooms,5,,300000,17 February 2026,"Walk In Closet, En Suite, Fibre Internet, Aircon, Alarm, Backup Generator, Kids Play Area, Gated Community, Staff Quarters, Parking, Borehole, Electric Fence, CCTV, Balcony, BBQ, Shopping Centre, School, Hospital, Bus Stop"
Nairobi - Runda,House,3 bedrooms,3,1.100 m²,322500,17 February 2026,"En Suite, Walk In Closet, Parking, Gated Community, Garden, Swimming Pool, Bus Stop, Hospital, School, Shopping Centre"
Nairobi - Nyari,House,5 bedrooms,5,380 m²,350000,17 February 2026,"Service Charge Included, Walk In Closet, En Suite, Garden, Electric Fence, Staff Quarters, Parking, Bus Stop, Shopping Centre, School, Hospital"
Nairobi - Muthaiga,House,4 bedrooms,5,,500000,17 February 2026,"En Suite, Fibre Internet, Backup Generator, Alarm, Service Charge Included, Walk In Closet, Balcony, Electric Fence, Garden, Parking, Staff Quarters, Shopping Centre, Golf Course, Scenic View"
Nairobi - Kitisuru,House,4 bedrooms,4,380 m²,412800,17 February 2026,"En Suite, Parking, Garden, Gated Community, Staff Quarters, Swimming Pool, Kids Play Area, Bus Stop, Hospital, School, Shopping Centre"
Nairobi - Kileleshwa,House,5 bedrooms,5,,190000,17 February 2026,"Aircon, Alarm, En Suite, Fibre Internet, Service Charge Included, Walk In Closet, Balcony, BBQ, CCTV, Electric Fence, Parking, Staff Quarters, Wheelchair Access, Gated Community, Kids Play Area, Bus Stop, Golf Course, Hospital, Scenic View, School, Shopping Centre"
Nairobi - Lavington,House,4 bedrooms,5,,350000,17 February 2026,"Aircon, Alarm, En Suite, Fibre Internet, Service Charge Included, Walk In Closet, Balcony, BBQ, CCTV, Electric Fence, Garden, Parking, Staff Quarters, Wheelchair Access, Gated Community, Kids Play Area, Bus Stop, Golf Course, Hospital, Scenic View, School, Shopping Centre"
Nairobi - Lavington,House,5 bedrooms,5,695 m²,450000,17 February 2026,"Backup Generator, Alarm, Aircon, Serviced, Service Charge Included, Walk In Closet, En Suite, Fibre Internet, Borehole, Electric Fence, CCTV, BBQ, Balcony, Parking, Kids Play Area, Staff Quarters, Wheelchair Access, Gated Community, Garden, School, Scenic View, Hospital, Golf Course, Bus Stop, Shopping Centre"
Nairobi - Runda,House,4 bedrooms,4,230 m²,200000,17 February 2026,"Service Charge Included, Backup Generator, En Suite, Fibre Internet, Balcony, Staff Quarters, Electric Fence, Parking, BBQ, Gated Community, Garden, Shopping Centre, Bus Stop, Hospital, School"
Nairobi - Ridgeways,House,2 bedrooms,2,215 m²,120000,17 February 2026,"En Suite, Furnished, Parking, Garden, Bus Stop, Hospital, School, Shopping Centre"
Nairobi - Ngong Road,House,1 bedrooms,2,,37000,17 February 2026,"En Suite, Service Charge Included, Balcony, CCTV, Electric Fence, Garden, Parking, Gated Community"
Nairobi - Lower Kabete,House,5 bedrooms,6,,715000,17 February 2026,
Nairobi - Kitisuru,House,4 bedrooms,4,"0,5 m²",420000,09 February 2026,"Alarm, En Suite, Fibre Internet, Walk In Closet, Service Charge Included, Balcony, Electric Fence, Garden, Gated Community, Swimming Pool, Staff Quarters, Parking, Gym, Kids Play Area, Bus Stop, Golf Course, Hospital, Scenic View, School, Shopping Centre"
Nairobi - Rosslyn,House,6 bedrooms,,,630000,23 January 2026,
Nairobi - Nyari,House,5 bedrooms,5,,450000,17 February 2026,"Alarm, Backup Generator, En Suite, Fibre Internet, Balcony, BBQ, Parking, Staff Quarters, Borehole, Garden, Bus Stop, Shopping Centre, Hospital, School"
Nairobi - Lavington,House,3 bedrooms,3,,350000,17 February 2026,"Backup Generator, Parking, Garden, Gated Community, Scenic View"
Nairobi - Nyari,House,5 bedrooms,5,,350000,17 February 2026,"Aircon, Alarm, Backup Generator, En Suite, Fibre Internet, Service Charge Included, Walk In Closet, Balcony, BBQ, CCTV, Electric Fence, Borehole, Garden, Parking, Staff Quarters, Wheelchair Access, Gated Community, Kids Play Area, Bus Stop, Golf Course, Hospital, Scenic View, School, Shopping Centre"
Nairobi - Runda,House,2 bedrooms,2,,140000,17 February 2026,"Alarm, Backup Generator, En Suite, Fibre Internet, Balcony, BBQ, Parking, Staff Quarters, Borehole, Garden, Bus Stop, Shopping Centre, Hospital, School"
Nairobi - Kileleshwa,House,5 bedrooms,5,,200000,17 February 2026,"Alarm, En Suite, Fibre Internet, Service Charge Included, Balcony, CCTV, Electric Fence, Borehole, Parking, Staff Quarters, Wheelchair Access, Gated Community, Bus Stop, Hospital, School, Shopping Centre"
Nairobi - Spring Valley,House,4 bedrooms,4,,400000,17 February 2026,"Alarm, Backup Generator, En Suite, Fibre Internet, Balcony, BBQ, Parking, Staff Quarters, Borehole, Garden, Bus Stop, Shopping Centre, Hospital, School"
Nairobi - Karen,House,5 bedrooms,6,,650000,17 February 2026,"Aircon, Alarm, Backup Generator, En Suite, Walk In Closet, Service Charge Included, Balcony, CCTV, Electric Fence, Borehole, Garden, Parking, Wheelchair Access, Gated Community, Bus Stop, Hospital, Scenic View, School, Golf Course, Shopping Centre"
Nairobi - Karen,House,3 bedrooms,3,,200000,17 February 2026,"Alarm, En Suite, Fibre Internet, Walk In Closet, Service Charge Included, Balcony, BBQ, Parking, CCTV, Electric Fence, Borehole, Wheelchair Access, Garden, Gated Community, Bus Stop, Golf Course, Hospital, Scenic View, School, Shopping Centre"
Nairobi - Lavington,House,5 bedrooms,5,,220000000,17 February 2026,"Alarm, Backup Generator, En Suite, Fibre Internet, Balcony, BBQ, Parking, Staff Quarters, Borehole, Garden, Bus Stop, Shopping Centre, Hospital, School"
Nairobi - Brookside,House,4 bedrooms,4,,300000,17 February 2026,"Alarm, Backup Generator, En Suite, Service Charge Included, Walk In Closet, Balcony, CCTV, Electric Fence, Borehole, Garden, Parking, Staff Quarters, Wheelchair Access, Gated Community, Kids Play Area"
Nairobi - Lavington,House,5 bedrooms,4,"0,13 m²",300000,17 February 2026,"Aircon, Alarm, Backup Generator, Fibre Internet, Service Charge Included, Walk In Closet, Balcony, BBQ, Electric Fence, CCTV, Garden, Borehole, Staff Quarters, Bus Stop, Hospital, Scenic View, School, Shopping Centre"
Nairobi - Runda,House,5 bedrooms,4,450 m²,480000,16 February 2026,"Walk In Closet, Balcony, Electric Fence, Garden, School, Hospital, Shopping Centre"
Nairobi - Lavington,House,5 bedrooms,5,695 m²,450000,17 February 2026,"Alarm, Backup Generator, En Suite, Service Charge Included, Walk In Closet, Balcony, BBQ, CCTV, Electric Fence, Borehole, Garden, Parking, Staff Quarters, Wheelchair Access, Gated Community, Kids Play Area"
Nairobi - Lavington,House,5 bedrooms,6,526 m²,380000,17 February 2026,"Aircon, Alarm, Backup Generator, Fibre Internet, En Suite, Balcony, BBQ, CCTV, Electric Fence, Garden, Borehole, Staff Quarters, Wheelchair Access, Gated Community, Kids Play Area, Bus Stop, Scenic View, School, Shopping Centre"
Nairobi - Nyari,House,6 bedrooms,6,,450000,16 February 2026,"Alarm, En Suite, Balcony, Garden, Parking, Staff Quarters, Gated Community, Kids Play Area, Bus Stop, Hospital, School, Shopping Centre"
Machakos County - Syokimau,House,5 bedrooms,5,,100000,17 February 2026,"Alarm, Backup Generator, En Suite, Fibre Internet, Balcony, BBQ, Parking, Staff Quarters, Borehole, Garden, Bus Stop, Shopping Centre, Hospital, School"
Nairobi - Lake View,House,4 bedrooms,,,500000,17 February 2026,"En Suite, Alarm, Fibre Internet, Service Charge Included, Garden, Parking, Staff Quarters, Gated Community, Kids Play Area, Balcony, Shopping Centre, School, Scenic View"
Machakos County - Syokimau,House,4 bedrooms,4,,100000,17 February 2026,"Alarm, Backup Generator, En Suite, Fibre Internet, Balcony, BBQ, Parking, Staff Quarters, Borehole, Garden, Bus Stop, Shopping Centre, Hospital, School"
Machakos County - Syokimau,House,4 bedrooms,3,,100000,17 February 2026,"Alarm, Backup Generator, En Suite, Fibre Internet, Balcony, BBQ, Parking, Staff Quarters, Borehole, Garden, Bus Stop, Shopping Centre, Hospital, School"
Machakos County - Syokimau,House,4 bedrooms,4,,100000,17 February 2026,"Alarm, Backup Generator, Fibre Internet, En Suite, Balcony, BBQ, Parking, Staff Quarters, Borehole, Garden, Swimming Pool, Bus Stop, Shopping Centre, Hospital, School"
Machakos County - Syokimau,House,8 bedrooms,8,,130000,17 February 2026,"Alarm, Backup Generator, Fibre Internet, En Suite, Balcony, BBQ, Parking, Staff Quarters, Borehole, Garden, Bus Stop, Shopping Centre, Hospital, School"
Nairobi - Brookside,House,3 bedrooms,4,,350000,17 February 2026,"Aircon, Alarm, Backup Generator, En Suite, Fibre Internet, Furnished, Walk In Closet, Service Charge Included, Balcony, BBQ, CCTV, Electric Fence, Borehole, Garden, Gated Community, Wheelchair Access, Swimming Pool, Staff Quarters, Parking, Gym, Kids Play Area, Bus Stop, Hospital, Scenic View, School, Shopping Centre"
Nairobi - Westlands Area,House,5 bedrooms,5,400 m²,260000,17 February 2026,"Alarm, En Suite, Fibre Internet, Walk In Closet, CCTV, Garden, Parking, Kids Play Area, Gated Community, Bus Stop, Golf Course, Hospital, Scenic View, School, Shopping Centre"
